City,Colors Reported,Shape Reported,State,Time,sightings,Year
Charlotte,BLUE,LIGHT,NC,2006-01-24 17:30:00,8,2006
Bunker,,SpaceShip,MO,2006-01-24 18:30:00,8,2006
Washington,,DISK,PA,2006-01-24 20:00:00,8,2006
New York City,RED YELLOW,DIAMOND,NY,2006-01-24 22:01:00,8,2006
Oroville,,TEARDROP,CA,2006-01-24 23:15:00,8,2006
West Tawakoni,,LIGHT,TX,2006-01-25 00:00:00,9,2006
Aurora,,OTHER,OH,2006-01-25 02:30:00,9,2006
Woodbridge,,LIGHT,VA,2006-01-25 06:10:00,9,2006
Chicago,,OVAL,IL,2006-01-25 19:00:00,9,2006
Antelope,,SpaceShip,CA,2006-01-25 19:30:00,9,2006
Bakersfield,,LIGHT,CA,2006-01-25 20:00:00,9,2006
Annapolis,,OVAL,MD,2006-01-25 20:15:00,9,2006
Centralia,,RECTANGLE,IL,2006-01-25 21:30:00,9,2006
Muncie,,FIREBALL,IN,2006-01-25 22:30:00,9,2006
Grandville,,SPHERE,MI,2006-01-26 01:00:00,5,2006
Wheaton,,SPHERE,IL,2006-01-26 18:30:00,5,2006
Corinth,,LIGHT,VT,2006-01-26 21:00:00,5,2006
Denver,,CIRCLE,PA,2006-01-26 21:00:00,5,2006
Bloomsburg,,DIAMOND,PA,2006-01-26 23:00:00,5,2006
Abilene,,LIGHT,TX,2006-01-27 00:00:00,7,2006
Orlando,,LIGHT,FL,2006-01-27 01:00:00,7,2006
Ferndale,GREEN,LIGHT,AR,2006-01-27 19:00:00,7,2006
Beloit,RED,OTHER,WI,2006-01-27 19:30:00,7,2006
Billerica,BLUE,LIGHT,MA,2006-01-27 20:20:00,7,2006
Ocala,,DIAMOND,FL,2006-01-27 21:00:00,7,2006
Stafford,RED,DISK,CT,2006-01-27 23:30:00,7,2006
Hemet,ORANGE,DISK,CA,2006-01-28 03:00:00,5,2006
Santa Barbara,,LIGHT,CA,2006-01-28 05:00:00,5,2006
Wickliffe,BLUE,OVAL,KY,2006-01-28 12:30:00,5,2006
Heflin,,SpaceShip,AL,2006-01-28 18:15:00,5,2006
Indian River,ORANGE,CYLINDER,FL,2006-01-28 23:00:00,5,2006
Davidson,,OTHER,NC,2006-01-29 15:00:00,9,2006
El Paso,,CIRCLE,TX,2006-01-29 17:00:00,9,2006
Iron Gate,,CIRCLE,VA,2006-01-29 18:35:00,9,2006
Amboy,,CIGAR,CA,2006-01-29 19:00:00,9,2006
Bakersfield,RED YELLOW,SPHERE,CA,2006-01-29 20:00:00,9,2006
Eloy,,DISK,AZ,2006-01-29 20:30:00,9,2006
Mount Pocono,,LIGHT,PA,2006-01-29 21:00:00,9,2006
Mt. Vernon,,OVAL,IN,2006-01-29 23:00:00,9,2006
Visalia,,EGG,CA,2006-01-29 23:00:00,9,2006
Burnet,RED GREEN,LIGHT,TX,2006-01-30 10:40:00,3,2006
Sarasota,,FIREBALL,FL,2006-01-30 18:10:00,3,2006
Phoenix,,LIGHT,AZ,2006-01-30 20:45:00,3,2006
Lake Havasu City,,LIGHT,AZ,2006-01-31 00:00:00,5,2006
Portland,,FLASH,OR,2006-01-31 00:40:00,5,2006
Kirkland,BLUE,LIGHT,WA,2006-01-31 03:00:00,5,2006
Jacksonville,GREEN,SPHERE,FL,2006-01-31 04:50:00,5,2006
Gaston,GREEN,LIGHT,SC,2006-01-31 20:00:00,5,2006
Lake Elsinore,,LIGHT,CA,2006-02-01 00:00:00,4,2006
Gig Harbor,GREEN,LIGHT,WA,2006-02-01 01:59:00,4,2006
Hogback Mountain,,EGG,VT,2006-02-01 13:15:00,4,2006
Wagarville,,FIREBALL,AL,2006-02-01 22:00:00,4,2006
Bloomington,,VARIOUS,IN,2006-02-02 01:00:00,6,2006
Lexington,,OVAL,KY,2006-02-02 10:36:00,6,2006
Hershey,,CIGAR,PA,2006-02-02 17:00:00,6,2006
Thousand Oaks,,CIRCLE,CA,2006-02-02 17:30:00,6,2006
Sumter,,SpaceShip,SC,2006-02-02 20:30:00,6,2006
west morland,,LIGHT,CA,2006-02-02 23:30:00,6,2006
South Tyler,,VARIOUS,TX,2006-02-03 06:15:00,5,2006
Las Vegas,,OTHER,NV,2006-02-03 09:30:00,5,2006
Philadelphia,ORANGE,OTHER,PA,2006-02-03 14:00:00,5,2006
Denham Springs,,CYLINDER,LA,2006-02-03 15:55:00,5,2006
China Spring,,LIGHT,TX,2006-02-03 20:18:00,5,2006
Eureka,,CHEVRON,NV,2006-02-04 04:00:00,4,2006
Phoenix,,OTHER,AZ,2006-02-04 17:00:00,4,2006
Sioux Falls,,SpaceShip,SD,2006-02-04 19:30:00,4,2006
Morganton,RED BLUE,LIGHT,NC,2006-02-04 22:25:00,4,2006
Azle,,CROSS,TX,2006-02-05 00:00:00,8,2006
Phoenix,GREEN,LIGHT,AZ,2006-02-05 03:00:00,8,2006
Dahlonega,RED GREEN BLUE,DIAMOND,GA,2006-02-05 05:25:00,8,2006
Cameron Park,,LIGHT,CA,2006-02-05 05:30:00,8,2006
Ypsilanti,,OTHER,MI,2006-02-05 07:00:00,8,2006
Albert Lea,,LIGHT,MN,2006-02-05 19:45:00,8,2006
Yucaipa,,SPHERE,CA,2006-02-05 23:00:00,8,2006
Redlands,ORANGE,LIGHT,CA,2006-02-05 23:30:00,8,2006
Dallas,,SpaceShip,OR,2006-02-06 03:05:00,10,2006
Goshen,,FIREBALL,OH,2006-02-06 03:30:00,10,2006
Ruidoso,,LIGHT,NM,2006-02-06 05:00:00,10,2006
Union City,,SpaceShip,CA,2006-02-06 05:00:00,10,2006
Castle Rock,,FIREBALL,WA,2006-02-06 07:00:00,10,2006
Hunter,,SpaceShip,NY,2006-02-06 07:10:00,10,2006
Fairbanks,,SPHERE,AK,2006-02-06 12:00:00,10,2006
Lino Lakes,,OVAL,MN,2006-02-06 14:30:00,10,2006
Orlando,,SPHERE,FL,2006-02-06 18:30:00,10,2006
Delray Beach,,DISK,FL,2006-02-06 22:00:00,10,2006
Meadville,,CYLINDER,MS,2006-02-07 16:00:00,3,2006
Channahon,ORANGE,SpaceShip,IL,2006-02-07 19:30:00,3,2006
Manilla,,LIGHT,IA,2006-02-07 20:00:00,3,2006
Granite Falls,,DISK,WA,2006-02-08 00:00:00,10,2006
Piermont,,LIGHT,NY,2006-02-08 06:45:00,10,2006
Roseville,,CIRCLE,CA,2006-02-08 15:40:00,10,2006
Roseville,RED,SPHERE,CA,2006-02-08 17:25:00,10,2006
Panama City,,LIGHT,FL,2006-02-08 19:22:00,10,2006
Apache Junction,,CIRCLE,AZ,2006-02-08 19:30:00,10,2006
Alice,YELLOW,LIGHT,TX,2006-02-08 20:03:00,10,2006
Manilla,,LIGHT,IA,2006-02-08 20:15:00,10,2006
Tampa,,LIGHT,FL,2006-02-08 21:00:00,10,2006
Santa Cruz,,CYLINDER,CA,2006-02-08 23:00:00,10,2006
Paola,YELLOW,LIGHT,KS,2006-02-09 05:45:00,11,2006
Wellston,,LIGHT,MI,2006-02-09 07:25:00,11,2006
Federal Way,,CYLINDER,WA,2006-02-09 15:30:00,11,2006
Marion,,LIGHT,NC,2006-02-09 18:00:00,11,2006
Garden Grove,,SPHERE,CA,2006-02-09 18:30:00,11,2006
Westminster,,FLASH,CA,2006-02-09 18:30:00,11,2006
Coeur d'Alene,,LIGHT,ID,2006-02-09 18:35:00,11,2006
Butler,,LIGHT,MO,2006-02-09 19:40:00,11,2006
Fairfield,,EGG,CA,2006-02-09 22:08:00,11,2006
Auburn,,CIRCLE,CA,2006-02-09 23:45:00,11,2006
Fairview Heights,GREEN BLUE,LIGHT,IL,2006-02-09 23:45:00,11,2006
Brentwood,,SPHERE,TN,2006-02-10 14:00:00,7,2006
Seattle,,LIGHT,WA,2006-02-10 17:25:00,7,2006
Seattle,,CYLINDER,WA,2006-02-10 17:30:00,7,2006
North Hudson,,FORMATION,NY,2006-02-10 19:30:00,7,2006
Cusseta,,LIGHT,AL,2006-02-10 20:00:00,7,2006
morgantown,,FORMATION,PA,2006-02-10 21:00:00,7,2006
South Plainfield,,FORMATION,NJ,2006-02-10 23:50:00,7,2006
Heber,,CIRCLE,AZ,2006-02-11 00:00:00,7,2006
Missoula,,SPHERE,MT,2006-02-11 01:00:00,7,2006
Erwinna,,LIGHT,PA,2006-02-11 01:40:00,7,2006
Clifton,,LIGHT,VA,2006-02-11 02:00:00,7,2006
Missoula,,FORMATION,MT,2006-02-11 02:00:00,7,2006
Austin,,OTHER,TX,2006-02-11 06:50:00,7,2006
Bozeman,GREEN,FIREBALL,MT,2006-02-11 22:00:00,7,2006
Hudsonville,,SPHERE,MI,2006-02-12 06:00:00,2,2006
Placerville,,LIGHT,CA,2006-02-12 22:20:00,2,2006
Springtown,,SpaceShip,TX,2006-02-13 04:30:00,12,2006
Montgomery,,LIGHT,AL,2006-02-13 04:35:00,12,2006
Yorkville,ORANGE,OVAL,IL,2006-02-13 05:50:00,12,2006
Houston,,LIGHT,TX,2006-02-13 09:40:00,12,2006
Salem,,OTHER,KY,2006-02-13 15:00:00,12,2006
Woodland Hills,,SPHERE,CA,2006-02-13 17:15:00,12,2006
Evergreen,,LIGHT,CO,2006-02-13 17:30:00,12,2006
Yorkville,,OTHER,IL,2006-02-13 17:40:00,12,2006
San Juan Capistrano,BLUE,LIGHT,CA,2006-02-13 18:45:00,12,2006
Camarillo,,CIRCLE,CA,2006-02-13 18:53:00,12,2006
Rutledge,,CIRCLE,TN,2006-02-13 19:55:00,12,2006
Austin,,OTHER,TX,2006-02-13 21:35:00,12,2006
Pioche,,DISK,NV,2006-02-14 00:00:00,10,2006
Grafton,,VARIOUS,OH,2006-02-14 01:34:00,10,2006
Ellinwood,,LIGHT,KS,2006-02-14 08:15:00,10,2006
Urbandale,,TEARDROP,IA,2006-02-14 08:30:00,10,2006
Cairo,,SpaceShip,NY,2006-02-14 12:02:00,10,2006
McPherson,,OTHER,KS,2006-02-14 19:30:00,10,2006
Pretty Prairie,,LIGHT,KS,2006-02-14 19:45:00,10,2006
Turon,YELLOW,LIGHT,KS,2006-02-14 20:00:00,10,2006
Little River,,LIGHT,KS,2006-02-14 20:30:00,10,2006
Eagan,,RECTANGLE,MN,2006-02-14 23:00:00,10,2006
Columbus,,LIGHT,GA,2006-02-15 00:00:00,19,2006
Pismo Beach,RED BLUE,FIREBALL,CA,2006-02-15 00:00:00,19,2006
Carmel,,FIREBALL,IN,2006-02-15 01:00:00,19,2006
The Woodlands,,LIGHT,TX,2006-02-15 02:00:00,19,2006
Winder,,FLASH,GA,2006-02-15 05:15:00,19,2006
Crumrod,,DISK,AR,2006-02-15 06:00:00,19,2006
Arizona,,CIRCLE,AZ,2006-02-15 13:00:00,19,2006
no data,,EGG,NM,2006-02-15 14:00:00,19,2006
Wilksboro,,SPHERE,NC,2006-02-15 14:00:00,19,2006
Atascadero,,CIGAR,CA,2006-02-15 15:00:00,19,2006
Middletown,RED,LIGHT,PA,2006-02-15 18:15:00,19,2006
Oceanside,,OVAL,CA,2006-02-15 18:30:00,19,2006
Auburn,,LIGHT,CA,2006-02-15 19:10:00,19,2006
Redding,,CIRCLE,CA,2006-02-15 19:15:00,19,2006
San Bernardino,,LIGHT,CA,2006-02-15 21:00:00,19,2006
Florence,ORANGE,CIRCLE,SC,2006-02-15 21:30:00,19,2006
Larose,,CIRCLE,LA,2006-02-15 22:00:00,19,2006
Owensboro,,SpaceShip,KY,2006-02-15 23:00:00,19,2006
Surfside Beach,,LIGHT,SC,2006-02-15 23:10:00,19,2006
Campbell,ORANGE,LIGHT,CA,2006-02-16 00:02:00,5,2006
Shreveport,,LIGHT,LA,2006-02-16 00:42:00,5,2006
Melrose Park,,CIRCLE,IL,2006-02-16 05:00:00,5,2006
Estero,,EGG,FL,2006-02-16 14:00:00,5,2006
Mammoth Lakes,,FORMATION,CA,2006-02-16 23:30:00,5,2006
Marlborough,,CIRCLE,CT,2006-02-17 06:00:00,9,2006
Index,,OVAL,WA,2006-02-17 07:25:00,9,2006
Nashville,GREEN BLUE,LIGHT,TN,2006-02-17 08:45:00,9,2006
Warren,,SPHERE,ME,2006-02-17 18:16:00,9,2006
Moorestown,,LIGHT,NJ,2006-02-17 20:24:00,9,2006
San Manuel,RED,CIRCLE,TX,2006-02-17 20:30:00,9,2006
Cambridge,,SpaceShip,MA,2006-02-17 21:00:00,9,2006
Miami,,DISK,FL,2006-02-17 21:00:00,9,2006
O'Fallon,,DISK,IL,2006-02-17 22:30:00,9,2006
Monroeton,,LIGHT,PA,2006-02-18 01:00:00,5,2006
Boise,,RECTANGLE,ID,2006-02-18 03:32:00,5,2006
Silverdale,,LIGHT,WA,2006-02-18 17:16:00,5,2006
Colchester,,LIGHT,VT,2006-02-18 21:30:00,5,2006
Lumberton,,FORMATION,NC,2006-02-18 22:50:00,5,2006
Merced,,LIGHT,CA,2006-02-19 01:07:00,4,2006
Tampa,,LIGHT,FL,2006-02-19 02:00:00,4,2006
Cambridge,,LIGHT,IL,2006-02-19 06:00:00,4,2006
New York City,,VARIOUS,NY,2006-02-19 17:30:00,4,2006
South Bend,,LIGHT,IN,2006-02-20 01:00:00,9,2006
Las Vegas,,SpaceShip,NV,2006-02-20 15:00:00,9,2006
Vandercook Lake,,LIGHT,MI,2006-02-20 18:25:00,9,2006
Denahm Sptings,,LIGHT,LA,2006-02-20 19:30:00,9,2006
Collinsville,,OTHER,MS,2006-02-20 20:00:00,9,2006
Fountain Valley,,DISK,CA,2006-02-20 21:00:00,9,2006
Northampton,GREEN BLUE,VARIOUS,MA,2006-02-20 21:02:00,9,2006
Attica,,LIGHT,MI,2006-02-20 21:30:00,9,2006
Brownstown,,OTHER,MI,2006-02-20 22:00:00,9,2006
Longmont,,LIGHT,CO,2006-02-21 20:52:00,2,2006
North Kingstown,,OTHER,RI,2006-02-21 21:00:00,2,2006
Binghamton,,LIGHT,NY,2006-02-22 00:20:00,5,2006
Brookings,,LIGHT,OR,2006-02-22 01:45:00,5,2006
Tustin,ORANGE,OTHER,CA,2006-02-22 18:40:00,5,2006
Lawdale,,CHEVRON,CA,2006-02-22 20:55:00,5,2006
Yonkers,,DISK,NY,2006-02-22 21:00:00,5,2006
Costa Mesa,,SpaceShip,CA,2006-02-23 00:02:00,10,2006
Chanute,,OTHER,KS,2006-02-23 00:45:00,10,2006
Goshen,,OTHER,IN,2006-02-23 00:45:00,10,2006
livingston,,CIRCLE,LA,2006-02-23 02:45:00,10,2006
New Jersey,,DISK,NJ,2006-02-23 06:20:00,10,2006
West Little Rock,,LIGHT,AR,2006-02-23 18:32:00,10,2006
Norfork,,LIGHT,AR,2006-02-23 20:00:00,10,2006
Amado,ORANGE,LIGHT,AZ,2006-02-23 21:00:00,10,2006
Sahuarita,,FORMATION,AZ,2006-02-23 21:00:00,10,2006
Edneyville,,LIGHT,NC,2006-02-23 23:00:00,10,2006
Waxahachie,,SpaceShip,TX,2006-02-24 00:00:00,7,2006
Mt. Morris,,OTHER,NY,2006-02-24 02:30:00,7,2006
Albuquerque,,DISK,NM,2006-02-24 13:12:00,7,2006
Santa Ana,ORANGE,FORMATION,CA,2006-02-24 15:08:00,7,2006
Parker,,SPHERE,CO,2006-02-24 15:15:00,7,2006
San Fernando,BLUE,SpaceShip,CA,2006-02-24 18:40:00,7,2006
Baltimore,,CHEVRON,MD,2006-02-24 19:30:00,7,2006
Springfield,,OVAL,MO,2006-02-25 01:15:00,6,2006
Louisville,,VARIOUS,KY,2006-02-25 01:20:00,6,2006
Julian,,LIGHT,CA,2006-02-25 04:00:00,6,2006
Canoga Park,,VARIOUS,CA,2006-02-25 06:00:00,6,2006
Saginaw,,FLASH,MI,2006-02-25 09:00:00,6,2006
Columbus,,LIGHT,OH,2006-02-25 13:00:00,6,2006
Philadelphia,,LIGHT,PA,2006-02-26 01:00:00,8,2006
Montebello,ORANGE,OTHER,CA,2006-02-26 02:30:00,8,2006
Friendsville,,FIREBALL,TN,2006-02-26 09:40:00,8,2006
Brandon,,LIGHT,MS,2006-02-26 17:30:00,8,2006
Avalon,YELLOW,CONE,NJ,2006-02-26 18:20:00,8,2006
Santa Fe,,LIGHT,NM,2006-02-26 18:30:00,8,2006
Tampa,RED,LIGHT,FL,2006-02-26 19:30:00,8,2006
San Diego,ORANGE,LIGHT,CA,2006-02-26 23:00:00,8,2006
Floa Vista,,OTHER,NM,2006-02-27 00:00:00,5,2006
Hillsville,,LIGHT,VA,2006-02-27 08:00:00,5,2006
Lubbock,,OTHER,TX,2006-02-27 10:17:00,5,2006
Emeryville,GREEN,LIGHT,CA,2006-02-27 19:20:00,5,2006
Oak Ridge,,FIREBALL,TN,2006-02-27 20:30:00,5,2006
New York City,,LIGHT,NY,2006-02-28 12:00:00,9,2006
Des Plaines,,OTHER,IL,2006-02-28 13:00:00,9,2006
Austin,,EGG,TX,2006-02-28 18:00:00,9,2006
Middletown,,LIGHT,RI,2006-02-28 19:45:00,9,2006
South Kingstown,,CHEVRON,RI,2006-02-28 19:45:00,9,2006
Chicago,RED,CIGAR,IL,2006-02-28 20:00:00,9,2006
Taos,RED,SpaceShip,NM,2006-02-28 20:57:00,9,2006
San Antonio,,SpaceShip,TX,2006-02-28 22:00:00,9,2006
Laguna Beach,,LIGHT,CA,2006-02-28 23:50:00,9,2006
Molalla,,DISK,OR,2006-03-01 00:00:00,11,2006
Carlsbad,,RECTANGLE,NM,2006-03-01 00:30:00,11,2006
Glendale,,LIGHT,AZ,2006-03-01 04:12:00,11,2006
New York City,,FORMATION,NY,2006-03-01 15:00:00,11,2006
Corpus Christi,,VARIOUS,TX,2006-03-01 18:00:00,11,2006
Egg Harbor City,ORANGE,LIGHT,NJ,2006-03-01 19:00:00,11,2006
Ontario,,OVAL,CA,2006-03-01 19:00:00,11,2006
Garden Grove,,OVAL,CA,2006-03-01 19:45:00,11,2006
Gold Canyon,,FIREBALL,AZ,2006-03-01 20:00:00,11,2006
Macon,,SPHERE,MS,2006-03-01 20:00:00,11,2006
Townsend,,LIGHT,TN,2006-03-01 22:00:00,11,2006
Winter Springs,,LIGHT,FL,2006-03-02 02:30:00,7,2006
Kingman,,OTHER,KS,2006-03-02 06:25:00,7,2006
Medford,,DISK,OR,2006-03-02 09:00:00,7,2006
Ronkonkoma,,CIRCLE,NY,2006-03-02 11:07:00,7,2006
Laughlin,,OTHER,NV,2006-03-02 15:30:00,7,2006
Butte,,CHEVRON,MT,2006-03-02 19:15:00,7,2006
Mountain Home,,LIGHT,ID,2006-03-02 21:00:00,7,2006
Charlevoix,RED,SPHERE,MI,2006-03-03 04:30:00,8,2006
Fayetteville,,DISK,AR,2006-03-03 06:00:00,8,2006
Dunkirk,,OTHER,MD,2006-03-03 13:00:00,8,2006
McMinnville,,FIREBALL,TN,2006-03-03 18:40:00,8,2006
Carriere,,LIGHT,MS,2006-03-03 19:15:00,8,2006
Beachwood,GREEN BLUE,CIRCLE,OH,2006-03-03 19:38:00,8,2006
Ironton,,LIGHT,MO,2006-03-03 19:39:00,8,2006
Whittier,RED,OTHER,CA,2006-03-03 21:10:00,8,2006
Laguna Beach,,CIRCLE,CA,2006-03-04 11:15:00,10,2006
Grand Ledge,ORANGE,VARIOUS,MI,2006-03-04 12:40:00,10,2006
Las Vegas,,SPHERE,NV,2006-03-04 16:00:00,10,2006
Charlotte,,OVAL,NC,2006-03-04 16:45:00,10,2006
Lancaster,,CIRCLE,KY,2006-03-04 19:00:00,10,2006
Cygnet,,CHEVRON,OH,2006-03-04 19:47:00,10,2006
Madison Heights,,SpaceShip,MI,2006-03-04 20:00:00,10,2006
Goodland,,LIGHT,FL,2006-03-04 20:30:00,10,2006
Idaho falls,,SpaceShip,ID,2006-03-04 22:59:00,10,2006
Sunland,,VARIOUS,CA,2006-03-04 23:10:00,10,2006
Edwards,,LIGHT,NY,2006-03-05 04:00:00,6,2006
Berkeley,,OVAL,CA,2006-03-05 14:00:00,6,2006
Stryker,,DISK,OH,2006-03-05 14:00:00,6,2006
Waupaca,,LIGHT,WI,2006-03-05 17:30:00,6,2006
Minneapolis,,FLASH,MN,2006-03-05 20:33:00,6,2006
Pittsburgh,GREEN,CHEVRON,PA,2006-03-05 21:00:00,6,2006
Winterhaven,,DISK,FL,2006-03-06 05:45:00,10,2006
Huntsville,,OVAL,MO,2006-03-06 13:30:00,10,2006
North Hills,,EGG,CA,2006-03-06 14:35:00,10,2006
Fort Edward,,OTHER,NY,2006-03-06 16:00:00,10,2006
Bloomfield,BLUE,LIGHT,NJ,2006-03-06 18:20:00,10,2006
Cabool,RED,CIRCLE,MO,2006-03-06 20:30:00,10,2006
Quebeck,,SpaceShip,TN,2006-03-06 20:30:00,10,2006
Avery,,SpaceShip,MO,2006-03-06 21:00:00,10,2006
Woodland,ORANGE,LIGHT,CA,2006-03-06 22:35:00,10,2006
Decatur,,OTHER,TX,2006-03-06 23:30:00,10,2006
Cleveland,,FIREBALL,OH,2006-03-07 02:40:00,3,2006
Desert Hot Springs,ORANGE,CHEVRON,CA,2006-03-07 03:45:00,3,2006
Lisbon,RED ORANGE,LIGHT,NY,2006-03-07 20:10:00,3,2006
Dayton,YELLOW,LIGHT,OH,2006-03-08 00:50:00,8,2006
Muskego,,OVAL,WI,2006-03-08 02:17:00,8,2006
Elgin,,FIREBALL,IL,2006-03-08 04:17:00,8,2006
Panama City,,SPHERE,FL,2006-03-08 11:15:00,8,2006
Fairborn,,OVAL,OH,2006-03-08 13:00:00,8,2006
Bordentown,,CIRCLE,NJ,2006-03-08 13:30:00,8,2006
Poughkeepsie,RED GREEN,SpaceShip,NY,2006-03-08 20:00:00,8,2006
Kirkland,,FORMATION,WA,2006-03-08 22:28:00,8,2006
Lansing,,DISK,MI,2006-03-09 06:15:00,4,2006
China Spring,,OTHER,TX,2006-03-09 14:10:00,4,2006
Devore,,OVAL,CA,2006-03-09 18:30:00,4,2006
Kennewick,RED,RECTANGLE,WA,2006-03-09 21:25:00,4,2006
Tulsa,,OVAL,OK,2006-03-10 00:23:00,12,2006
San Antonio,,SpaceShip,TX,2006-03-10 00:30:00,12,2006
Lake Worth,,SpaceShip,FL,2006-03-10 01:00:00,12,2006
Cridersville,,FIREBALL,OH,2006-03-10 05:15:00,12,2006
Norwalk,,LIGHT,CA,2006-03-10 19:00:00,12,2006
Whittier,RED,CIRCLE,CA,2006-03-10 19:00:00,12,2006
Pacheco,,LIGHT,CA,2006-03-10 19:20:00,12,2006
Joplin,RED,CIRCLE,MO,2006-03-10 20:00:00,12,2006
Rock Hill,,FLASH,SC,2006-03-10 20:30:00,12,2006
Whittier,,CIRCLE,CA,2006-03-10 21:00:00,12,2006
Whittier,,OVAL,CA,2006-03-10 21:00:00,12,2006
Tulsa,,VARIOUS,OK,2006-03-10 21:45:00,12,2006
Rockport,RED BLUE,LIGHT,WV,2006-03-11 05:30:00,16,2006
Rockport,RED BLUE,LIGHT,WV,2006-03-11 05:30:00,16,2006
Pittsburg,RED ORANGE,FIREBALL,CA,2006-03-11 05:45:00,16,2006
Whittier,,LIGHT,CA,2006-03-11 09:00:00,16,2006
Carthage,,CIRCLE,TX,2006-03-11 11:00:00,16,2006
Whittier,,SPHERE,CA,2006-03-11 11:00:00,16,2006
Folsom,,OTHER,CA,2006-03-11 12:00:00,16,2006
Santa Cruz,,SPHERE,CA,2006-03-11 17:40:00,16,2006
Charlotte,,OVAL,NC,2006-03-11 17:45:00,16,2006
Bakersfield,,VARIOUS,CA,2006-03-11 18:00:00,16,2006
Bay City,RED BLUE,LIGHT,MI,2006-03-11 19:00:00,16,2006
Camarillo,,LIGHT,CA,2006-03-11 19:25:00,16,2006
East Boston,,LIGHT,MA,2006-03-11 21:00:00,16,2006
Brick Town,ORANGE,DISK,NJ,2006-03-11 22:00:00,16,2006
Fort Lauderdale,RED GREEN,LIGHT,FL,2006-03-11 22:00:00,16,2006
Natick,,LIGHT,MA,2006-03-11 23:00:00,16,2006
San Francisco,,SPHERE,CA,2006-03-12 00:00:00,8,2006
Phoenix,,LIGHT,AZ,2006-03-12 12:40:00,8,2006
San Francisco,,LIGHT,CA,2006-03-12 16:45:00,8,2006
Daly City,,FIREBALL,CA,2006-03-12 18:00:00,8,2006
Tustin,,OTHER,CA,2006-03-12 18:00:00,8,2006
Gray,,LIGHT,TN,2006-03-12 19:40:00,8,2006
Augusta,RED,SPHERE,ME,2006-03-12 21:00:00,8,2006
Jacksonville,,DISK,FL,2006-03-12 23:15:00,8,2006
San Diego,RED ORANGE,CIRCLE,CA,2006-03-13 00:00:00,15,2006
Belle Glade,,SpaceShip,FL,2006-03-13 02:00:00,15,2006
South Bay,,SpaceShip,FL,2006-03-13 02:00:00,15,2006
Minneapolis,,FLASH,MN,2006-03-13 04:38:00,15,2006
La Quinta,ORANGE,OVAL,CA,2006-03-13 05:15:00,15,2006
Cleveland,,CIRCLE,OH,2006-03-13 09:25:00,15,2006
Everett,,LIGHT,WA,2006-03-13 21:00:00,15,2006
Leon,,LIGHT,KS,2006-03-13 21:00:00,15,2006
Los Banos,,TEARDROP,CA,2006-03-13 21:30:00,15,2006
Portland,,OTHER,OR,2006-03-13 21:30:00,15,2006
Brick Town,ORANGE,DISK,NJ,2006-03-13 22:00:00,15,2006
Minneapolis,,SpaceShip,MN,2006-03-13 22:30:00,15,2006
New York City,,SpaceShip,NY,2006-03-13 22:56:00,15,2006
Bossier City,,CIRCLE,LA,2006-03-13 23:00:00,15,2006
Wildwood,,SpaceShip,GA,2006-03-13 23:15:00,15,2006
Gainesville,,LIGHT,GA,2006-03-14 06:00:00,12,2006
Colorado Springs,,FLASH,CO,2006-03-14 08:00:00,12,2006
Brick Town,,CHEVRON,NJ,2006-03-14 12:00:00,12,2006
Downey,,CIGAR,ID,2006-03-14 14:00:00,12,2006
Agoura Hills,,FORMATION,CA,2006-03-14 18:45:00,12,2006
Bogata,ORANGE,LIGHT,TX,2006-03-14 19:30:00,12,2006
Brookfield,,SpaceShip,MO,2006-03-14 19:45:00,12,2006
Brookfield,,SpaceShip,MO,2006-03-14 19:45:00,12,2006
Golden,,CIRCLE,CO,2006-03-14 20:00:00,12,2006
Shelton,,LIGHT,WA,2006-03-14 20:25:00,12,2006
Marlboro,,SpaceShip,NY,2006-03-14 21:00:00,12,2006
Lewisville,,CIRCLE,TX,2006-03-14 22:00:00,12,2006
American Canyon,,CYLINDER,CA,2006-03-15 00:00:00,20,2006
Covington,,LIGHT,WA,2006-03-15 01:00:00,20,2006
Westfield,,LIGHT,NJ,2006-03-15 01:00:00,20,2006
Hope Mills,,VARIOUS,NC,2006-03-15 04:00:00,20,2006
Grand Ledge,RED,SpaceShip,MI,2006-03-15 10:15:00,20,2006
Sedona,,DISK,AZ,2006-03-15 12:00:00,20,2006
Portland,,SpaceShip,OR,2006-03-15 13:00:00,20,2006
Portland,,SpaceShip,OR,2006-03-15 13:00:00,20,2006
Redding,,FIREBALL,CA,2006-03-15 14:00:00,20,2006
Oakland,,SpaceShip,NJ,2006-03-15 17:30:00,20,2006
Edmonds,,SpaceShip,WA,2006-03-15 19:00:00,20,2006
Rinard,,LIGHT,IL,2006-03-15 20:10:00,20,2006
New Britain,,SpaceShip,CT,2006-03-15 21:00:00,20,2006
Normal,,SpaceShip,IL,2006-03-15 21:30:00,20,2006
Arlington,,LIGHT,VA,2006-03-15 22:30:00,20,2006
Grand Rapids,,FORMATION,MI,2006-03-15 22:35:00,20,2006
Columbus,,DISK,OH,2006-03-15 22:40:00,20,2006
Lenexa,BLUE,LIGHT,KS,2006-03-15 23:00:00,20,2006
Massillon,,TEARDROP,OH,2006-03-15 23:00:00,20,2006
Shirley Basin Road,,LIGHT,WY,2006-03-15 23:30:00,20,2006
Los Angeles,,LIGHT,CA,2006-03-16 06:00:00,9,2006
